topology_relationship_id	basis_component_id	basis_component_type	basis_component_role	basis_component_value	basis_component_reference	basis_component_namespace	source_assertion_id	source_identity_set_id	source_registration_unit_id	source_corpus_generation_id	resolution_status	ambiguity_status	conflict_status	lossiness_status	validation_status
topology_rel_2a345cb4a48ddb3cc2525037	topology_basis_98bb09f979c9f4606bc788c0	assertion_field_value	grouping_key	assertion_type=aggregation_support	assertion_type=aggregation_support					mark_phase4_corpus_6tep_v1	not_applicable	not_applicable	not_applicable	not_applicable	passed
topology_rel_2ba1932882e8463b693dfd5e	topology_basis_34062e80bdf3625abdbe999f	assertion_field_value	grouping_key	relationship_class=producer_validation	relationship_class=producer_validation					mark_phase4_corpus_6tep_v1	not_applicable	not_applicable	not_applicable	not_applicable	passed
topology_rel_30a8033086d4fbb8d4b35e7e	topology_basis_ccd2bc4a8295c510b384e8b3	assertion_field_value	grouping_key	relationship_class=phenotype_gene_semantic_prior	relationship_class=phenotype_gene_semantic_prior					mark_phase4_corpus_6tep_v1	not_applicable	not_applicable	not_applicable	not_applicable	passed
topology_rel_313aa3f0542492b08a79c7a2	topology_basis_1ebb0e837919ccfdb269ba36	assertion_field_value	grouping_key	producer_family=VAP	producer_family=VAP					mark_phase4_corpus_6tep_v1	not_applicable	not_applicable	not_applicable	not_applicable	passed
topology_rel_3c1a89c89719aee673446a13	topology_basis_007ddd01bd82ee9297ed2d5f	source_identity_set_reference	grouping_member		sis_014a81c6e1da6cd6d0ec9c74	vap_gene_symbol	ar_ce5d95d28470ed056afcb8944130307bdb1465d1457f4d1cea0ab653a74c3e98	sis_014a81c6e1da6cd6d0ec9c74	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_3c1a89c89719aee673446a13	topology_basis_027f43f6c7b625b49b056a08	source_identity_set_reference	grouping_member		sis_1acb8f4893beac6ac70757ad	vap_gene_symbol	ar_a9eb6e533c78ede618f6615e2d585315bc156d0950bc27ae24945de8f3a34b3b	sis_1acb8f4893beac6ac70757ad	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_3c1a89c89719aee673446a13	topology_basis_07e36bbe9d29292e6159d156	source_identity_set_reference	grouping_member		sis_57f3a0a9550582c19f23d714	vap_gene_symbol	ar_2f4d4171bc1f184e8ab1ebfa1cdab056f204dddad8984c46b906d495690c2a83	sis_57f3a0a9550582c19f23d714	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_3c1a89c89719aee673446a13	topology_basis_0bf15a471c95cb4b9c0e78dc	source_identity_set_reference	grouping_member		sis_d4d8c1b292b1d9504f7ad2a8	vap_gene_symbol	ar_ecfcdef501b807dfe3517e3ebd0304d7a3921907155572b27d7fb22028c5fe5a	sis_d4d8c1b292b1d9504f7ad2a8	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_3c1a89c89719aee673446a13	topology_basis_0efd2854989fe1fec6172f55	source_identity_set_reference	grouping_member		sis_be4faabfd62b9f4061fe50b7	vap_gene_symbol	ar_b7757290bd7b38e32710643d16ad2d3004e2d89a716200952186a0dd3e0fa198	sis_be4faabfd62b9f4061fe50b7	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_3c1a89c89719aee673446a13	topology_basis_1c34da5f2dc2a98330ff2670	source_identity_set_reference	grouping_member		sis_a46dff228dc54747e79545c3	vap_gene_symbol	ar_00fc74c5985776c0c8c3299612570496a09a5ba5244734786b1fcce12cb6efc3	sis_a46dff228dc54747e79545c3	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_3c1a89c89719aee673446a13	topology_basis_223e1dc5efebc4b7234fc2b1	source_identity_set_reference	grouping_member		sis_f58bb6cb582fdf7949f1c0ab	vap_gene_symbol	ar_5f506986f6fe4b18d42ff53ed01761f79ac2e3dad4f7f52e42d86e591bc2c0f7	sis_f58bb6cb582fdf7949f1c0ab	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_3c1a89c89719aee673446a13	topology_basis_2ad4766d73edd12aff1eb902	source_identity_set_reference	grouping_member		sis_2ff7886495c5b9ad514e2452	vap_gene_symbol	ar_272c698ccec0014deca9b74e6cf1f31aaf2b651103e636ba8ce2f40a3ee37029	sis_2ff7886495c5b9ad514e2452	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_3c1a89c89719aee673446a13	topology_basis_2e19975fda1379fbf16b2041	source_identity_set_reference	grouping_member		sis_f97d9bfd666925fdc09a7c56	vap_gene_symbol	ar_c0d841f629c817575d6c1c864c1c0ee2519300fe278390660127b2f8a8966caf	sis_f97d9bfd666925fdc09a7c56	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_3c1a89c89719aee673446a13	topology_basis_2efb6f582a46ba1cb1b98d9a	source_identity_set_reference	grouping_member		sis_41d010435acef69bfbad8f1c	vap_gene_symbol	ar_cbf12ec6a12eb2b299b95f205deb5d22bfcdf06072e6c6a2f97a722a64ffcedc	sis_41d010435acef69bfbad8f1c	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_3c1a89c89719aee673446a13	topology_basis_31e2e591cdf3b148ae1ba4c0	source_identity_set_reference	grouping_member		sis_0d082a6f63bf26b229872025	vap_gene_symbol	ar_92396a374befe7c3f958ad911a6214334345e0b853a116a449e590045f04716f	sis_0d082a6f63bf26b229872025	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_3c1a89c89719aee673446a13	topology_basis_387f7528d3a9be29def50859	source_identity_set_reference	grouping_member		sis_cc1b0b11fcaa0d648f3ca371	vap_gene_symbol	ar_fe242a404011f9fc256699c453053410345b009bbbd9b59856df5f9a5265c7a7	sis_cc1b0b11fcaa0d648f3ca371	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_3c1a89c89719aee673446a13	topology_basis_4619abd90bc304581dc3bbac	source_identity_set_reference	grouping_member		sis_beed7b977f7086d663124f22	vap_gene_symbol	ar_884ce3361bee7b2641855401190c77690b5aecad7d9ac797174593cb84d73a03	sis_beed7b977f7086d663124f22	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_3c1a89c89719aee673446a13	topology_basis_47b7a5ee841e4c6ed9deeb0a	source_identity_set_reference	grouping_member		sis_8b797723df0120131409a11d	vap_gene_symbol	ar_f660a413440f9a43d96b4211b92d15c2a5bb682ce342be73b39982cc6342b573	sis_8b797723df0120131409a11d	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_3c1a89c89719aee673446a13	topology_basis_484359eddc03740811d0a19c	source_identity_set_field_value	grouping_key	participant_role=gene	identity_kind=gene|participant_role=gene|source_namespace=vap_gene_symbol					mark_phase4_corpus_6tep_v1	not_applicable	not_applicable	not_applicable	not_applicable	passed
topology_rel_3c1a89c89719aee673446a13	topology_basis_4fe5db7d61793b60c709e143	source_identity_set_field_value	grouping_key	source_namespace=vap_gene_symbol	identity_kind=gene|participant_role=gene|source_namespace=vap_gene_symbol	vap_gene_symbol				mark_phase4_corpus_6tep_v1	not_applicable	not_applicable	not_applicable	not_applicable	passed
topology_rel_3c1a89c89719aee673446a13	topology_basis_527de6ec64b6c151b05778de	source_identity_set_reference	grouping_member		sis_1eaa98d5905ca27352e80153	vap_gene_symbol	ar_495f82e875b3e1e8dc2caa922bca0b272daa4c242d7a62aae15616509ca31d68	sis_1eaa98d5905ca27352e80153	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_3c1a89c89719aee673446a13	topology_basis_56ce49713536fc0aa760604f	source_identity_set_reference	grouping_member		sis_8893d76075563ee5871ddcd4	vap_gene_symbol	ar_1d7539bae96135844166460fb7cc0f9cf9e7000497d7e4d464cdbceb5e79bd0a	sis_8893d76075563ee5871ddcd4	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_3c1a89c89719aee673446a13	topology_basis_5753f6de956bc7ff5565a1ac	source_identity_set_reference	grouping_member		sis_43bc9912546f7b9761627564	vap_gene_symbol	ar_1e4ecc84be39c84c56b34460cb6e2e285dc9721d46e3190982516c7f2dc58972	sis_43bc9912546f7b9761627564	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_3c1a89c89719aee673446a13	topology_basis_59e6608155d26500c018c1a8	source_identity_set_reference	grouping_member		sis_082fa77a30bd1439bda84bd7	vap_gene_symbol	ar_3664b859033acdddc0a78213516582dc0ff31251efedd753ebbe0cce05b8d232	sis_082fa77a30bd1439bda84bd7	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_3c1a89c89719aee673446a13	topology_basis_5ec015cd71303abc12279448	source_identity_set_reference	grouping_member		sis_76530913488d10cca31c3752	vap_gene_symbol	ar_30ed312ad799bd4af7e7e44102312c640b4cf86f452da28afc2f7b596e9ec9aa	sis_76530913488d10cca31c3752	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_3c1a89c89719aee673446a13	topology_basis_5f3deb3e267ea837827c8447	source_identity_set_reference	grouping_member		sis_4ee0915dd2e97c9b8e3df380	vap_gene_symbol	ar_e06553097cd6e48f9e81d0f4d369960d0fb776c4a77b2207df990475628d10d3	sis_4ee0915dd2e97c9b8e3df380	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_3c1a89c89719aee673446a13	topology_basis_5f979e5f76fa6b8189550850	source_identity_set_reference	grouping_member		sis_b608c4b777334032d8de1a73	vap_gene_symbol	ar_cbd3e38ed96d2c46e9aa0c9ef5405c31fbb27c2af9075268be2c3ff78787fe19	sis_b608c4b777334032d8de1a73	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_3c1a89c89719aee673446a13	topology_basis_67844bf581284397a88ddda5	source_identity_set_reference	grouping_member		sis_82097a7282127e42dfbc2129	vap_gene_symbol	ar_12b6cbf81b63f52c0bcf2954a95e3c4c95f054854abb77470414400892fd3b85	sis_82097a7282127e42dfbc2129	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_3c1a89c89719aee673446a13	topology_basis_6944d2fdd5a388d0741ea2ad	source_identity_set_reference	grouping_member		sis_53ee947a7708dcb37004710a	vap_gene_symbol	ar_c915daffa16f084c26236a1da0942e68a6f6a6b638f7f4722625ab3d472a8353	sis_53ee947a7708dcb37004710a	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_3c1a89c89719aee673446a13	topology_basis_6f1878bb3427f81db876530b	source_identity_set_reference	grouping_member		sis_5ab8d48fe07de67c58a60cf6	vap_gene_symbol	ar_a74d9cf823c5deadeacd8476fae2f325d3c9d7e6861a56fc5dd09007d5927723	sis_5ab8d48fe07de67c58a60cf6	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_3c1a89c89719aee673446a13	topology_basis_7a25d354b010930118280a86	source_identity_set_field_value	grouping_key	identity_kind=gene	identity_kind=gene|participant_role=gene|source_namespace=vap_gene_symbol					mark_phase4_corpus_6tep_v1	not_applicable	not_applicable	not_applicable	not_applicable	passed
topology_rel_3c1a89c89719aee673446a13	topology_basis_7fabae087514c73df385b8b5	source_identity_set_reference	grouping_member		sis_36feab911274f9e8dea54b28	vap_gene_symbol	ar_e1588489412735edc70d5e2d3c6f31f136571c49fc368a13f73af55631a23ea9	sis_36feab911274f9e8dea54b28	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_3c1a89c89719aee673446a13	topology_basis_84096901fc1cece09582433e	source_identity_set_reference	grouping_member		sis_b2cf59fdc5515c9f1f0f9eb2	vap_gene_symbol	ar_6a395fa20c2fc96f01a41ba134561b5a1c68133a9fcd31797a935661fc27e665	sis_b2cf59fdc5515c9f1f0f9eb2	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_3c1a89c89719aee673446a13	topology_basis_878486b6d0695fb787ce5dd7	source_identity_set_reference	grouping_member		sis_350dfcea43441ed53c0524d7	vap_gene_symbol	ar_005caf8d47105c7aa4040d5c4b4702b9ca802578eb0184b254a03110e834b808	sis_350dfcea43441ed53c0524d7	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_3c1a89c89719aee673446a13	topology_basis_88ccf1a2853f3413df7d68d5	source_identity_set_reference	grouping_member		sis_f5fc67128a20564478eaad98	vap_gene_symbol	ar_f83d0499b1443ad19e3a1cf64763954b6b470ab85c82f3e474fcc0e3c6fc98a8	sis_f5fc67128a20564478eaad98	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_3c1a89c89719aee673446a13	topology_basis_9d84fe5f573867f83dce9968	source_identity_set_reference	grouping_member		sis_dbb724d10d73b616ffeb3f55	vap_gene_symbol	ar_4a4cc3cb97be1d05a8eff9bac8e9de86b2facf5e755923ad20eac2c503b04ccb	sis_dbb724d10d73b616ffeb3f55	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_3c1a89c89719aee673446a13	topology_basis_a12776bbbd8a085406f7ff06	source_identity_set_reference	grouping_member		sis_be15dddd3ba4f373ec499f52	vap_gene_symbol	ar_4b9cbd2119119255ce053ae1410b87bb7529c784af31c9aee23fb8017df81238	sis_be15dddd3ba4f373ec499f52	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_3c1a89c89719aee673446a13	topology_basis_a330b12695e8fec7113b792e	source_identity_set_reference	grouping_member		sis_dc0f6cc981c7f1e34768b27b	vap_gene_symbol	ar_b0fd3e7e6bb37d97f7629cbb0dd031b3bb12adfa910496b94ac2ddafa5c3d13b	sis_dc0f6cc981c7f1e34768b27b	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_3c1a89c89719aee673446a13	topology_basis_aabf328fe273ba058bddc373	source_identity_set_reference	grouping_member		sis_da107139bffb9a615b1f6410	vap_gene_symbol	ar_a35f7ca0d2c3bbc35ad21883eaf100979c4d9309ffe84de1a01c837895381e8f	sis_da107139bffb9a615b1f6410	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_3c1a89c89719aee673446a13	topology_basis_aac56a2b65d6c9e023efb566	source_identity_set_reference	grouping_member		sis_711ad78b3866e29e710b9c37	vap_gene_symbol	ar_a1f3bea235122e2443b0095c6c88e1987ce9d856ff5663c6777e71be7e5f1349	sis_711ad78b3866e29e710b9c37	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_3c1a89c89719aee673446a13	topology_basis_b75b573ba6913b11d48f2328	source_identity_set_reference	grouping_member		sis_0a135df1ebe7f8260f79c3a7	vap_gene_symbol	ar_fccad91cc8c6d833f77ebfef48c19f89ac4a515c7e4592a4c9a1486a8498289b	sis_0a135df1ebe7f8260f79c3a7	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_3c1a89c89719aee673446a13	topology_basis_d50c85f3d5e1e5c5cdd8d5b9	source_identity_set_reference	grouping_member		sis_00bf42133eb3a8423eaa4594	vap_gene_symbol	ar_5a034bc58fa4220b712c8054fe7b7c541004ab6bce64b6ab524df990a81b9ec1	sis_00bf42133eb3a8423eaa4594	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_3c1a89c89719aee673446a13	topology_basis_e2baf60c4b09643bf4a7c369	source_identity_set_reference	grouping_member		sis_ca1a56ecebffb0d95ffbce46	vap_gene_symbol	ar_6add977aefe38ac43fe9b5beb4279d798a1bc0d2bf16eaba7d7ed82c78ec75a2	sis_ca1a56ecebffb0d95ffbce46	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_3c1a89c89719aee673446a13	topology_basis_e7e32cb4ef2b1b57aa52af5f	source_identity_set_reference	grouping_member		sis_2fe2a78e2ca9171bdc5802d2	vap_gene_symbol	ar_f64cb4134b38291f0ac2423be52d6e3c8a7b6a56d1fce48e9a514ec08182f8bc	sis_2fe2a78e2ca9171bdc5802d2	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_3c1a89c89719aee673446a13	topology_basis_e85113aedd593bc8c934c472	source_identity_set_reference	grouping_member		sis_7a2a6423a52b361277325ee7	vap_gene_symbol	ar_c53698934cce02719df0f674c9dccfc22b9d5c7f308082713f8fbfab5bd31c7f	sis_7a2a6423a52b361277325ee7	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_3c1a89c89719aee673446a13	topology_basis_e8d943e247b3e1edd20c4ea1	source_identity_set_reference	grouping_member		sis_040ba8808c913097768a0080	vap_gene_symbol	ar_f2dadaa1fa45fae094cbedf90ad8df88cf5b494756e412dfb1c2e0a0591357f2	sis_040ba8808c913097768a0080	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_3c1a89c89719aee673446a13	topology_basis_f6ea9cd39f4ecf3bccc2c5e6	source_identity_set_reference	grouping_member		sis_4b78f9d1268d7945127a8725	vap_gene_symbol	ar_55cfadc6a1f7e794f68bc9c54f74d0891ae57cd3dc30726560af5c065ef420b1	sis_4b78f9d1268d7945127a8725	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_01e3e5c7cd8c6a22bee2bc9a	source_identity_set_reference	grouping_member		sis_0f2119559af9d8154fbcb8b6	vap_variant_id	ar_cbd3e38ed96d2c46e9aa0c9ef5405c31fbb27c2af9075268be2c3ff78787fe19	sis_0f2119559af9d8154fbcb8b6	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
